Year,State Name,Indicator,Data Value
2017,North Carolina,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,577"
2017,North Carolina,Cocaine (T40.5),659
2017,North Carolina,Number of Deaths,"93,790"
2017,North Carolina,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",669
2017,North Dakota,Number of Drug Overdose Deaths,78
2017,North Dakota,Number of Deaths,"6,970"
2017,North Dakota,Percent with drugs specified,85.8974359
2017,North Dakota,Number of Drug Overdose Deaths,81
2017,North Dakota,Number of Deaths,"7,041"
2017,North Dakota,Percent with drugs specified,87.65432099
2017,North Dakota,Number of Deaths,"7,088"
2017,North Dakota,Number of Drug Overdose Deaths,76
2017,North Dakota,Percent with drugs specified,89.47368421
2017,North Dakota,Number of Drug Overdose Deaths,84
2017,North Dakota,Number of Deaths,"6,886"
2017,North Dakota,Percent with drugs specified,85.71428571
2017,North Dakota,Percent with drugs specified,86.41975309
2017,North Dakota,Number of Drug Overdose Deaths,81
2017,North Dakota,Number of Deaths,"6,844"
2017,North Dakota,Number of Drug Overdose Deaths,83
2017,North Dakota,Percent with drugs specified,86.74698795
2017,North Dakota,Number of Deaths,"6,979"
2017,North Dakota,Percent with drugs specified,85.18518519
2017,North Dakota,Number of Drug Overdose Deaths,81
2017,North Dakota,Number of Deaths,"6,971"
2017,North Dakota,Number of Drug Overdose Deaths,80
2017,North Dakota,Number of Deaths,"6,902"
2017,North Dakota,Percent with drugs specified,85
2017,North Dakota,Number of Drug Overdose Deaths,80
2017,North Dakota,Number of Deaths,"6,971"
2017,North Dakota,Percent with drugs specified,86.25
2017,North Dakota,Number of Drug Overdose Deaths,74
2017,North Dakota,Number of Deaths,"7,064"
2017,North Dakota,Percent with drugs specified,89.18918919
2017,North Dakota,Percent with drugs specified,88
2017,North Dakota,Number of Drug Overdose Deaths,75
2017,North Dakota,Number of Deaths,"7,047"
2017,North Dakota,Number of Drug Overdose Deaths,77
2017,North Dakota,Percent with drugs specified,85.71428571
2017,North Dakota,Number of Deaths,"7,079"
2017,Nebraska,Number of Drug Overdose Deaths,108
2017,Nebraska,Number of Deaths,"16,866"
2017,Nebraska,Percent with drugs specified,65.74074074
2017,Nebraska,Number of Drug Overdose Deaths,124
2017,Nebraska,Number of Deaths,"17,000"
2017,Nebraska,Percent with drugs specified,74.19354839
2017,Nebraska,Number of Deaths,"17,084"
2017,Nebraska,Number of Drug Overdose Deaths,157
2017,Nebraska,Percent with drugs specified,75.79617834
2017,Nebraska,Number of Drug Overdose Deaths,116
2017,Nebraska,Number of Deaths,"16,872"
2017,Nebraska,Percent with drugs specified,67.24137931
2017,Nebraska,Percent with drugs specified,68.42105263
2017,Nebraska,Number of Drug Overdose Deaths,114
2017,Nebraska,Number of Deaths,"16,669"
2017,Nebraska,Number of Drug Overdose Deaths,121
2017,Nebraska,Percent with drugs specified,73.55371901
2017,Nebraska,Number of Deaths,"17,129"
2017,Nebraska,Percent with drugs specified,70.83333333
2017,Nebraska,Number of Drug Overdose Deaths,120
2017,Nebraska,Number of Deaths,"17,048"
2017,Nebraska,Number of Drug Overdose Deaths,110
2017,Nebraska,Number of Deaths,"16,953"
2017,Nebraska,Percent with drugs specified,67.27272727
2017,Nebraska,Number of Drug Overdose Deaths,113
2017,Nebraska,Number of Deaths,"16,904"
2017,Nebraska,Percent with drugs specified,68.14159292
2017,Nebraska,Number of Drug Overdose Deaths,154
2017,Nebraska,Number of Deaths,"17,099"
2017,Nebraska,Percent with drugs specified,74.02597403
2017,Nebraska,Percent with drugs specified,74.30555556
2017,Nebraska,Number of Drug Overdose Deaths,144
2017,Nebraska,Number of Deaths,"17,094"
2017,Nebraska,Number of Drug Overdose Deaths,131
2017,Nebraska,Percent with drugs specified,74.80916031
2017,Nebraska,Number of Deaths,"17,032"
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),11
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),53
2017,New Hampshire,Number of Drug Overdose Deaths,447
2017,New Hampshire,Cocaine (T40.5),53
2017,New Hampshire,Heroin (T40.1),27
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",406
2017,New Hampshire,Number of Deaths,"12,068"
2017,New Hampshire,Methadone (T40.3),18
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",399
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",358
2017,New Hampshire,Percent with drugs specified,99.55257271
2017,New Hampshire,Number of Drug Overdose Deaths,470
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),14
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),53
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",420
2017,New Hampshire,Number of Deaths,"12,295"
2017,New Hampshire,Heroin (T40.1),28
2017,New Hampshire,Percent with drugs specified,99.14893617
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",373
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",430
2017,New Hampshire,Cocaine (T40.5),47
2017,New Hampshire,Methadone (T40.3),16
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",64
2017,New Hampshire,Number of Deaths,"12,288"
2017,New Hampshire,Methadone (T40.3),12
2017,New Hampshire,Cocaine (T40.5),44
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),51
2017,New Hampshire,Heroin (T40.1),24
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),23
2017,New Hampshire,Number of Drug Overdose Deaths,478
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",427
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",434
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",387
2017,New Hampshire,Percent with drugs specified,98.74476987
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),52
2017,New Hampshire,Number of Drug Overdose Deaths,446
2017,New Hampshire,Heroin (T40.1),24
2017,New Hampshire,Number of Deaths,"11,984"
2017,New Hampshire,Cocaine (T40.5),52
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",398
2017,New Hampshire,Percent with drugs specified,99.32735426
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",65
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",355
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),11
2017,New Hampshire,Methadone (T40.3),19
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",404
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),62
2017,New Hampshire,Percent with drugs specified,99.34497817
2017,New Hampshire,Heroin (T40.1),24
2017,New Hampshire,Cocaine (T40.5),52
2017,New Hampshire,Number of Drug Overdose Deaths,458
2017,New Hampshire,Methadone (T40.3),22
2017,New Hampshire,Number of Deaths,"11,958"
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",354
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",408
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),12
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",77
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",414
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),13
2017,New Hampshire,Number of Drug Overdose Deaths,463
2017,New Hampshire,Methadone (T40.3),18
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),55
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",422
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",67
2017,New Hampshire,Cocaine (T40.5),47
2017,New Hampshire,Heroin (T40.1),29
2017,New Hampshire,Percent with drugs specified,99.13606911
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",367
2017,New Hampshire,Number of Deaths,"12,180"
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),55
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),12
2017,New Hampshire,Percent with drugs specified,99.12472648
2017,New Hampshire,Heroin (T40.1),28
2017,New Hampshire,Number of Drug Overdose Deaths,457
2017,New Hampshire,Methadone (T40.3),18
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",364
2017,New Hampshire,Cocaine (T40.5),51
2017,New Hampshire,Number of Deaths,"12,159"
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",417
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",409
2017,New Hampshire,Number of Drug Overdose Deaths,439
2017,New Hampshire,Number of Deaths,"12,049"
2017,New Hampshire,Cocaine (T40.5),52
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),10
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",388
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",349
2017,New Hampshire,Methadone (T40.3),17
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",395
2017,New Hampshire,Percent with drugs specified,99.3166287
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",61
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),50
2017,New Hampshire,Heroin (T40.1),26
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),50
2017,New Hampshire,Methadone (T40.3),17
2017,New Hampshire,Cocaine (T40.5),50
2017,New Hampshire,Number of Drug Overdose Deaths,446
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",357
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",61
2017,New Hampshire,Number of Deaths,"12,100"
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),11
2017,New Hampshire,Percent with drugs specified,99.55156951
2017,New Hampshire,Heroin (T40.1),27
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",399
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",406
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),51
2017,New Hampshire,Number of Drug Overdose Deaths,472
2017,New Hampshire,Number of Deaths,"12,313"
2017,New Hampshire,Methadone (T40.3),12
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),22
2017,New Hampshire,Heroin (T40.1),27
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",429
2017,New Hampshire,Percent with drugs specified,98.72881356
2017,New Hampshire,Cocaine (T40.5),45
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",420
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",378
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),54
2017,New Hampshire,Percent with drugs specified,98.9539749
2017,New Hampshire,Number of Drug Overdose Deaths,478
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),21
2017,New Hampshire,Methadone (T40.3),15
2017,New Hampshire,Number of Deaths,"12,277"
2017,New Hampshire,Cocaine (T40.5),45
2017,New Hampshire,Heroin (T40.1),28
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",435
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",426
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",65
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",382
2017,New Hampshire,Psychostimulants with abuse potential (T43.6),18
2017,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",377
2017,New Hampshire,"Opioids (T40.0-T40.4,T40.6)",429
2017,New Hampshire,Methadone (T40.3),15
2017,New Hampshire,Natural & semi-synthetic opioids (T40.2),52
2017,New Hampshire,Number of Drug Overdose Deaths,470
2017,New Hampshire,Heroin (T40.1),27
2017,New Hampshire,Percent with drugs specified,98.93617021
2017,New Hampshire,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",421
2017,New Hampshire,Cocaine (T40.5),48
2017,New Hampshire,Number of Deaths,"12,299"
2017,New Hampshire,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Number of Drug Overdose Deaths,"2,217"
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Number of Deaths,"73,487"
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Percent with drugs specified,79.29634641
2017,New Jersey,Number of Drug Overdose Deaths,"2,502"
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,Number of Deaths,"73,969"
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Percent with drugs specified,80.73541167
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,Number of Deaths,"73,945"
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Number of Drug Overdose Deaths,"2,621"
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Percent with drugs specified,82.06791301
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Number of Drug Overdose Deaths,"2,111"
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Number of Deaths,"73,064"
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,Percent with drugs specified,79.77261961
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Percent with drugs specified,78.77041306
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Number of Drug Overdose Deaths,"2,082"
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,Number of Deaths,"72,707"
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Number of Drug Overdose Deaths,"2,416"
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Percent with drugs specified,80.25662252
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Number of Deaths,"73,912"
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Percent with drugs specified,80.05840634
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Number of Drug Overdose Deaths,"2,397"
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Number of Deaths,"73,836"
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,Number of Drug Overdose Deaths,"2,189"
2017,New Jersey,Number of Deaths,"73,272"
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Percent with drugs specified,79.76244861
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Number of Drug Overdose Deaths,"2,305"
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,Number of Deaths,"73,744"
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Percent with drugs specified,79.39262473
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Number of Drug Overdose Deaths,"2,581"
2017,New Jersey,Number of Deaths,"73,722"
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Percent with drugs specified,82.02247191
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Percent with drugs specified,81.79337232
2017,New Jersey,Number of Drug Overdose Deaths,"2,565"
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,Number of Deaths,"73,827"
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,Psychostimulants with abuse potential (T43.6),
2017,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",
2017,New Jersey,"Opioids (T40.0-T40.4,T40.6)",
2017,New Jersey,Methadone (T40.3),
2017,New Jersey,Natural & semi-synthetic opioids (T40.2),
2017,New Jersey,Number of Drug Overdose Deaths,"2,600"
2017,New Jersey,Heroin (T40.1),
2017,New Jersey,Percent with drugs specified,81.15384615
2017,New Jersey,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,New Jersey,Cocaine (T40.5),
2017,New Jersey,Number of Deaths,"74,165"
2017,New Jersey,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,New Mexico,Psychostimulants with abuse potential (T43.6),157
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),164
2017,New Mexico,Number of Drug Overdose Deaths,505
2017,New Mexico,Cocaine (T40.5),52
2017,New Mexico,Heroin (T40.1),166
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",358
2017,New Mexico,Number of Deaths,"17,789"
2017,New Mexico,Methadone (T40.3),38
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",195
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",252
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",79
2017,New Mexico,Percent with drugs specified,98.81188119
2017,New Mexico,Number of Drug Overdose Deaths,505
2017,New Mexico,Psychostimulants with abuse potential (T43.6),160
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),162
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",243
2017,New Mexico,Number of Deaths,"17,866"
2017,New Mexico,Heroin (T40.1),163
2017,New Mexico,Percent with drugs specified,98.81188119
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",77
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",351
2017,New Mexico,Cocaine (T40.5),54
2017,New Mexico,Methadone (T40.3),34
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",189
2017,New Mexico,Number of Deaths,"18,060"
2017,New Mexico,Methadone (T40.3),32
2017,New Mexico,Cocaine (T40.5),52
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),147
2017,New Mexico,Heroin (T40.1),145
2017,New Mexico,Psychostimulants with abuse potential (T43.6),159
2017,New Mexico,Number of Drug Overdose Deaths,494
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",231
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",336
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",174
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",75
2017,New Mexico,Percent with drugs specified,98.7854251
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),156
2017,New Mexico,Number of Drug Overdose Deaths,494
2017,New Mexico,Heroin (T40.1),158
2017,New Mexico,Number of Deaths,"17,857"
2017,New Mexico,Cocaine (T40.5),56
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",248
2017,New Mexico,Percent with drugs specified,98.17813765
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",191
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",79
2017,New Mexico,Psychostimulants with abuse potential (T43.6),133
2017,New Mexico,Methadone (T40.3),44
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",353
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),158
2017,New Mexico,Percent with drugs specified,98.41897233
2017,New Mexico,Heroin (T40.1),166
2017,New Mexico,Cocaine (T40.5),61
2017,New Mexico,Number of Drug Overdose Deaths,506
2017,New Mexico,Methadone (T40.3),42
2017,New Mexico,Number of Deaths,"17,805"
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",82
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",250
2017,New Mexico,Psychostimulants with abuse potential (T43.6),134
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",361
2017,New Mexico,Psychostimulants with abuse potential (T43.6),164
2017,New Mexico,Number of Drug Overdose Deaths,515
2017,New Mexico,Methadone (T40.3),36
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),165
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",359
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",247
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193
2017,New Mexico,Cocaine (T40.5),55
2017,New Mexico,Heroin (T40.1),170
2017,New Mexico,Percent with drugs specified,98.6407767
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",76
2017,New Mexico,Number of Deaths,"17,911"
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),164
2017,New Mexico,Psychostimulants with abuse potential (T43.6),161
2017,New Mexico,Percent with drugs specified,98.42209073
2017,New Mexico,Heroin (T40.1),167
2017,New Mexico,Number of Drug Overdose Deaths,507
2017,New Mexico,Methadone (T40.3),36
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",69
2017,New Mexico,Cocaine (T40.5),60
2017,New Mexico,Number of Deaths,"17,918"
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",351
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",239
2017,New Mexico,Number of Drug Overdose Deaths,495
2017,New Mexico,Number of Deaths,"17,778"
2017,New Mexico,Cocaine (T40.5),56
2017,New Mexico,Psychostimulants with abuse potential (T43.6),135
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",251
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",81
2017,New Mexico,Methadone (T40.3),39
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",354
2017,New Mexico,Percent with drugs specified,98.38383838
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),161
2017,New Mexico,Heroin (T40.1),164
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),163
2017,New Mexico,Methadone (T40.3),39
2017,New Mexico,Cocaine (T40.5),59
2017,New Mexico,Number of Drug Overdose Deaths,511
2017,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",71
2017,New Mexico,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193
2017,New Mexico,Number of Deaths,"17,875"
2017,New Mexico,Psychostimulants with abuse potential (T43.6),159
2017,New Mexico,Percent with drugs specified,98.43444227
2017,New Mexico,Heroin (T40.1),164
2017,New Mexico,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",243
2017,New Mexico,"Opioids (T40.0-T40.4,T40.6)",355
2017,New Mexico,Natural & semi-synthetic opioids (T40.2),150
